Source Sentence,Reference Translation,Model Translation,BLEU Score,METEOR Score
indeed nature abhors a vacuum so when the european commission does not do its job it is parliament that has to do it and in that respect i must say and you have said it too commissioner that the work done by mr savary is very interesting since in fact he has provided you with all the material needed to draft the action plan,efectivamente a natureza tem horror do vazio assim quando a comissao europeia nao faz o seu trabalho cabe ao parlamento colmatar esse vazio e neste caso devo dizer que o trabalho desenvolvido como o senhor afirmou tambem senhor comissario pelo nosso colega savary e muito interessante pois de facto forneceu tudo o que era necessario para constituir o plano de accao,em segundo lugar o senhor comissario e a comissao europeia e a sua resposta a favor da comissao dos assuntos juridicos e do que se refere a sua resposta a senhora deputada kauppi nao se encontra em causa,0.02214924328023075,0.12569799356426276
we will take the negotiating process as an opportunity to further set out those things that as i have learned from other members are the necessary practical details of what socialists and greens have long demanded,vamos tomar o processo de negociacao como uma oportunidade de explanar melhor os aspectos que tal como me dizem outros deputados constituem os pormenores praticos necessarios daquilo que os socialistas e os verdes exigem ha muito,vamos votar a favor de que as nossas propostas que se trata de uma questao que se refere a sua vontade de que os seus colegas os seus colegas e os seus esforcos para que os estadosmembros possam ser tomadas,0.017796237395371298,0.15109890109890112
existing directives on the working environment are not working well principally because employers oppose them and because trade unions are too weak and often set minimum levels that tend to commit the social partners to agreements affording levels of protection which are far too low,as directivas existentes sobre as condicoes de trabalho nao estao a funcionar bem principalmente porque os empregadores se opoem a elas e porque os sindicatos sao demasiado fracos estabelecendo frequentemente niveis minimos que tendem a vincular os parceiros sociais a acordos que asseguram niveis de proteccao demasiado baixos,as medidas de seguranca nao sao os estadosmembros mas tambem a necessidade de assegurar que os estadosmembros devem ser tomadas medidas de seguranca e de seguranca e de seguranca social que nao se pode ser possivel para que os estadosmembros nao podem ser aplicadas por,0.007264189056921931,0.1362683438155136
today we are also able together with commissioner patten to be delighted that the hierocracy in iran is to allow comprehensive inspections and to refrain from producing uranium for use in nuclear weapons,podemos congratularnos hoje juntamente com o senhor comissario patten por a hierocracia no irao ter autorizado a realizacao de extensas inspeccoes e ter indicado que ira suspender a producao de uranio destinado as armas nucleares,hoje ouvimos tambem que a senhora comissaria tem de ser um pouco mais a que a uniao europeia tem de ser um pouco mais mais mais mais do que se refere a sua resposta a que se refere a violencia contra o terrorismo,0.007209117403380153,0.11173184357541899
this could also lead on to other questions such as how to calculate the carbon footprint all of us leave through energy consumption,este problema pode levar a outras questoes como a forma de calcular a pegada de carbono que todos nos deixamos devido ao consumo de energia,isto significa que a necessidade de que os consumidores sao os seus proprios os seus esforcos para que os estadosmembros possam ser tomadas em consideracao,0.009970222994544455,0.06
i would like to know why these issues have been railroaded through in such a fashion without proper democratic control and proper public debate,gostaria de saber por que e que estas materias foram introduzidas a pressa sem o necessario controlo democratico e o devido debate publico,gostaria de dizer que a questao de que se trata de uma questao de compromisso e de uma politica de defesa e que nao se encontra em causa e que nao se encontra em causa,0.018269610522575343,0.14462809917355374
too often we do not take heed of our own criticism and we lack the tools to find out what has become of our indictments,esquecemos com demasiada frequencia as nossas proprias criticas e faltamnos os instrumentos para apurar o impacto das nossas censuras,tambem tambem temos de fazer as nossas responsabilidades mas tambem a nossa responsabilidade e a sua vontade de expressao e nao se nao nos,0.01851974703879588,0.10256410256410257
the proposal does not aim to be a complete codification of all of the courts case law concerning equal treatment in the area of social security nor does it aim to introduce new law going beyond the existing case law,a proposta nao pretende ser uma codificacao exaustiva de toda a jurisprudencia do tribunal relativa a igualdade de tratamento no dominio da seguranca social nem visa introduzir nova legislacao que va alem da jurisprudencia existente,a proposta de directiva relativa a seguranca nao pode ser um dos estadosmembros que nao se pode ser um estadomembro que nao se pode ser um estadomembro que nao se pode ser um dos estadosmembros,0.019454290935168924,0.18157142857142855
i would urge the commission to look into other funding options especially in the face of this crisis with regard to a proposal for a consumer levy,gostaria de pedir explicitamente a comissao que apure se existem tambem outras possibilidades de financiamento seguramente no quadro desta crise eventualmente no quadro de uma proposta para uma taxa de consumo,espero que a comissao europeia deve ser um papel que a sua aplicacao de um acordo de associacao e de um estadomembro em que os seus proprios estadosmembros,0.01679374184664144,0.09771986970684039
clearly however this would have corresponding consequences for the budget consideration should be given to whether there are not other options in addition to the agrienvironmental schemes for utilising the appropriations saved through modulation and crosscompliance in ways which would not affect competition,no entanto e claro que esta atitude teria as respectivas consequencias a nivel orcamental sendo de reflectir se adicionalmente as medidas agroambientais nao existiriam outras opcoes para uma aplicacao neutra em termos de concorrencia das verbas economizadas na modulacao e na cross compliance,mas nao podemos aceitar a necessidade de uma maior flexibilidade para a criacao de um sistema de proteccao dos consumidores mas tambem a sua vontade de ser um dos estadosmembros que nao se pode ser possivel para que os custos de trabalho nao sao os,0.006877439247346583,0.0925925925925926
it is not enough to have good delegational powers good information requirements and to solve home host issues,nao basta dispor de poderes de delegacao suficientes de solidas exigencias de informacao e resolver questoes entre o pais de origem e o pais de acolhimento,nao e um dos nossos amigos e nao se trata de uma questao de controlo orcamental e que a comissao nao pode ser aceite,0.01088694505097879,0.09689922480620157
in this we are guided by our principles of the rule of law,ao fazelo devemos nortearnos pelos principios do nosso estado de direito,neste contexto temos de assegurar que os seus esforcos,0.019201920550239778,0.046296296296296294
in our opinion a europe which builds its future with constancy continuity and responsibility is the best guarantee that the founding fathers blueprint is implemented faithfully that the endeavours of all those who have worked on it over the past years are at the basis of its success and that europe is built on solid foundations,acreditamos que uma europa que construa o seu futuro com firmeza continuidade e responsabilidade e a melhor garantia para o projecto dos pais fundadores para que esse projecto se realize tambem por forca do trabalho de todos quantos nele trabalharam nos ultimos cinquenta anos e se realize com bases concretas e solidas,a europa e a europa que temos de ser um papel que a europa tem de ser mais forte e que a sua vida a que se trata de uma forma de que a sua vontade de expressao e de facto de ser um dos,0.013776857202654511,0.1169590643274854
that means that if a country has not replied we do not just assume that the answer is no,significa isso que se um pais no respondeu no vamos logo assumir que a resposta e no,isto significa que nao podemos esquecer que a situacao nao pode ser um dos estadosmembros,0.03076101042510819,0.22142857142857142
secondly mrs mcnally and others pointed out the closer and clearer link between the environment and poverty,em segundo lugar a senhora deputada mcnally e outros chamaram a atencao para a ligacao mais estreita e mais clara que existe entre o ambiente e a pobreza,em primeiro lugar a senhora deputada e a sua resposta e a sua preocupacao e a sua vontade de uma politica externa e de seguranca,0.11572571918201148,0.3207327624787421
in the light of these considerations we have abstained overall,a luz destas consideracoes abstivemonos em termos gerais,em segundo lugar as alteracoes sao muito importantes,0.02777619034011792,0.125
i look to the rapporteurs and the commission to explain how it is possible to increase the european budget without increasing the tax burden on taxpayers except by reducing the national budgets,espero que os relatores e a comissao expliquem como e possivel aumentar o orcamento europeu sem aumentar o onus fiscal para os contribuintes senao por via da reducao dos orcamentos nacionais,gostaria de agradecer a comissao que a uniao europeia e a sua responsabilidade e a sua responsabilidade em que se encontra a sua posicao comum de que a sua propria parte seja o processo de codecisao,0.017068857826795368,0.09523809523809525
free movement the right to live in the place of ones choice and the right to work where one can all call for new european rules and the modernization of those that predate the single european act,a livre circulacao o direito de habitarmos onde quisermos e trabalharmos onde pudermos impoem novas regras europeias e a modernizacao das anteriores ao acto unico,a europa tem de ser um papel de solidariedade que tem de ser um papel de que a uniao europeia tem de ser mais forte e que a sua propria lingua seja a sua propria lingua,0.007293301163414325,0.09578544061302684
i think that awarenessraising has a very important role to play in that respect,julgo que as campanhas de sensibilizacao tem um papel muito importante a desempenhar nesse contexto,penso que esta questao e a nossa responsabilidade pela nossa politica,0.015582995217182705,0.0684931506849315
our car manufacturers lead the world for environmental awareness technical standards and innovation,os nossos fabricantes de automoveis sao lideres mundiais no que respeita a consciencia ambiental normas tecnicas e inovacao,a nossa industria de saude e a seguranca alimentar e a sua utilizacao de produtos alimentares,0.014286401328894116,0.08426966292134831
this means that in the coming weeks over a million people living in refugee camps in sudan will have no access to basic aid such as clean water food or medical care,isto significa que nas proximas semanas mais de um milhao de pessoas que vivem em campos de refugiados no sudao nao terao acesso a ajuda essencial como por exemplo agua limpa alimentos e cuidados medicos,isto significa que a situacao de paises terceiros sao os seus filhos de que os seus filhos sao vitimas de pessoas que vivem em condicoes de pessoas que vivem em condicoes de pessoas que vivem em condicoes de pessoas,0.1278852254725623,0.2509688565158518
personally i must say that i would simply have rejected this uninspiring proposal by the commission but majority situations being what they are in the house i was unable to do so,pessoalmente devo dizer que teria gostado de rejeitar pura e simplesmente esta proposta pouco inspirada da comissao europeia mas sendo as maiorias o que sao neste parlamento nao consegui atingir esse objectivo,penso que nao posso dizer que a comissao nao pode aceitar a alteracao que se trata de uma questao que se refere a proposta de resolucao que nao se encontra em causa,0.01687589360987099,0.109375
second question are the selective discounts of the democracy clause permissible,segunda questao sao admissiveis as derrogacoes selectivas a clausula relativa a democracia,em primeiro lugar a questao da seguranca e a seguranca alimentar,0.022652581507881558,0.12605042016806722
finally i should emphasise that if as i assume we all want this proposal to be adopted soon by the council so as to keep to the timetable called for by mrs thyssen involving entry into force on january i am unable to accept the amendments proposed,cumpreme finalmente salientar que se como presumo todos nos desejamos uma adopcao rapida desta proposta por parte do conselho para permitir o cumprimento dos prazos solicitados pela senhora deputada thyssen ou seja a entrada em vigor em de janeiro de nao posso aceitar as alteracoes sugeridas,para terminar gostaria de dizer que me parece que a minha pergunta que se refere a senhora deputada van den berg em nome do parlamento europeu e a comissao nao pode aceitar a proposta de resolucao que nao se encontra em causa a que se,0.01636035734255164,0.20897247788004092
first the agency s headquarters would be established in thessaloniki and a joint declaration would be drawn up listing the general service departments to be located there,em primeiro lugar a sede da agencia seria estabelecida em salonica e seria elaborada uma declaracao conjunta contendo a lista dos departamentos de servicos gerais que ai funcionariam,em primeiro lugar a proposta da comissao dos assuntos externos dos direitos do homem e a sua intervencao em que se encontram em causa a sua actividade,0.10527633106784148,0.22777777777777775
surveillance of budgetary positions and surveillance and coordination of economic policies,supervisao das situacoes orcamentais e supervisao e coordenacao das politicas economicas,as medidas de cooperacao e cooperacao entre os estadosmembros e a seguranca social,0.018476860420522198,0.08928571428571429
overall the proposal falls short of our initial intentions but it does not however involve any obligation to harmonise family reunification requirements downwards and we see it as a first step on a path that we wish were faster but which we shall continue to tread with conviction and persistence,em suma a proposta fica aquem das nossas intencoes iniciais contudo nao engendra nenhuma obrigacao de nivelar por baixo as condicoes de reagrupamento familiar e nos concebemolas como uma primeira etapa de um caminho que desejavamos mais rapido mas que continuaremos a trilhar com conviccao e persistencia,a questao da resolucao nao pode ser tratada mas nao e a questao de que nao se trata de uma questao de que a maioria dos estadosmembros nao se pode ser objecto de uma decisao de que os seus proprios os seus esforcos e que,0.007280271917549386,0.13888888888888887
we have not even mentioned the workers in these countries who risk their lives as a result of inadequate safety precautions,nem sequer nos referimos aos trabalhadores nesses paises que arriscam a vida em resultado da adopcao de medidas de seguranca inadequadas,nao podemos esquecer que os paises que estao a ser os seus esforcos para assegurar que os estadosmembros possam ser tomadas em consideracao,0.020828838183973034,0.09433962264150943
i do not lack any ambition for what europe can be what i have to deal with is the reality of what we actually are,nao me falta de modo algum ambicao em termos do que a europa pode ser mas aquilo com que tenho de lidar e a realidade do que efectivamente somos,nao podemos dizer que a europa nao e a unica maneira de que a nossa sociedade nao pode ser um dos nossos,0.05026017505660372,0.2426773355138276
the banana market organisation applies equally to all fifteen member states,a organizacao comum do mercado da banana aplicase indistintamente a todos os estadosmembros,a uniao europeia tem de ser um papel de uma politica de vizinhanca,0.01553712569276035,0.038461538461538464
i and my colleagues in the committee on regional development brought these matters up with mrs hubner we are disappointed that the commissions document before us today pays hardly any attention to how the commission intends to set out to achieve its objectives,com os meus colegas da comissao do desenvolvimento regional abordamos estes assuntos com a senhora comissaria hubner lamentamos agora que o documento da comissao nao se debruce minimamente sobre a forma como a comissao tenciona actuar para alcancar esses objectivos,estou muito satisfeito com a comissao que o conselho e a comissao europeia que esta a ser um dos direitos do homem que a senhora comissaria ferrerowaldner nao se encontra a sua posicao comum que nao se trata de uma questao que se refere a,0.03843066651313728,0.22375630067937757
in addition russia s centralised power is oppressing a national minority,alem disso o poder central russo oprime uma minoria nacional,alem disso a europa tem de ser um pais que a ue tem de ser mais,0.026012784404037925,0.1768867924528302
the proposal to amend the original directive on this matter will ban the marketing of toys and childcare articles containing pvc which are designed to be placed in the mouths of children under the age of three,a proposta de alteracao da directiva original relativamente a esta questao vai proibir a comercializacao de brinquedos e artigos de puericultura que contenham pvc e que se destinem a entrar em contacto com a boca por criancas de idade inferior a tres anos,a proposta de resolucao comum tem de ser um sinal de que a sua proposta de regulamento e a sua aplicacao de um sistema de asilo e de uma proibicao de violencia e de violencia contra o terrorismo,0.029266628375730012,0.12941176470588237
i believe therefore that socalled enlargement fatigue is a fact and that people are questioning these constant movements towards enlargement towards new accessions,penso portanto que falar de lassidao face ao alargamento e um facto efectivamente as nossas populacoes interrogamse sobre esses movimentos permanentes para o alargamento para novas adesoes,por conseguinte penso que a europa tem de ser um problema que se trata de uma politica de defesa e de uma questao que nao pode ser um dos seus proprios,0.009020544569112136,0.09124087591240874
today i acknowledge that on the question of the tsunami there remains a eur million gap but in the spirit of the cooperation and progress we were able to make back in july i am still optimistic that we should be able to close that gap in a relatively short period of time,reconheco hoje que no que se refere ao continua a existir um diferencial de milhoes de euros porem no espirito de cooperacao e progresso que conseguimos evidenciar em julho ultimo continuo optimista quanto a possibilidade de colmatarmos essa diferenca num espaco de tempo relativamente curto,tenho a certeza de que a minha intervencao nao foi a favor da resolucao sobre a situacao dos direitos humanos na europa que se trata de uma questao que se encontra em causa a que se trata de uma forma de que a uniao europeia,0.013243489673261997,0.15261707988980716
we know for example my area is supposedly the beneficiary of ericssons decision,sabemos por exemplo que a minha regiao e a que vai supostamente beneficiar com a decisao da ericsson,estou certo de que a sua intervencao e a sua intervencao,0.02983472132346446,0.11560693641618497
we have to accept that a lot of work in the eu member states is not uniformly remunerated,temos de aceitar que muitas actividades nos estadosmembros da ue sao remuneradas de forma distinta,temos de dizer que a uniao europeia nao pode ser um dos estadosmembros,0.033502031395306775,0.13513513513513511
solidarity is genuinely important for my group but it must be wellfounded and it must not be a oneway street,a solidariedade e realmente importante para o meu grupo mas deve ser bem fundamentada e nao uma via de sentido unico,a liberdade e a liberdade de expressao e uma vez que nao e o que se refere a situacao dos animais e a situacao,0.01287150253861497,0.1643192488262911
certainly the report s evaluation of the economic and trade regime under cotonou is based on a political view of development and northsouth relations,a avaliacao que o relatorio faz do regime economico e comercial ao abrigo de cotonu tem certamente por base uma visao politica das relacoes de desenvolvimento nortesul,o relatorio do relatorio sobre a politica de vizinhanca e a politica externa e a seguranca alimentar e a democracia e a sua propria,0.02019958451051503,0.1310861423220974
this is my second task ensuring that in future we have enough children s films suitable for that age films that are positive and are both educational and imaginative,eis o segundo trabalho que tenho de fazer fazer com que no futuro disponhamos de bastantes filmes para as criancas que se adaptem as suas idades que sejam positivos e que contenham uma parte da alma infantil e uma parte de elementos educativos,e por isso que a minha intervencao e que a nossa capacidade de energia e de energia e de uma maior parte dos nossos cidadaos e os seus amigos europeus,0.012469702429906018,0.11990407673860912
this committee is now starting to scrutinise the legislation with a view to restoration of or compensation for property which was seized under communist rule,esta comissao esta presentemente a analisar a legislacao tendo em vista a devolucao de propriedades e o pagamento de indemnizacoes relativas as propriedades ocupadas durante o regime comunista,esta proposta de resolucao que visa a sua aplicacao de uma forma de que a ue deve ser um papel que a sua propria parte do parlamento europeu,0.010511846841633778,0.10714285714285715
although we in the european union possess no powers or means whereby we might in any way enforce the reversal of this decision we do expect north korea to resume dialogue with its partners china in particular which may in the medium or long term make a peaceful resolution of this conflict possible,embora nos na uniao europeia nao tenhamos poderes nem meios para de alguma forma obrigar este pais a voltar atras nesta sua decisao esperamos que a coreia do norte reate o dialogo com os seus parceiros nomeadamente a china e que a medio ou longo prazo seja possivel encontrar uma solucao pacifica para este conflito,mas nao podemos esquecer que os paises da uniao europeia nao se encontra em causa a que a uniao europeia nao pode ser um papel que a sua oposicao nao se encontra em causa a sua vontade de ser um dos seus proprios deputados que,0.02780642888285774,0.1554705215419501
it is important to establish the correct order of importance of these rights and to take account of the fact that human beings are more important than money,e importante estabelecer uma hierarquizacao correcta dos direitos em funcao da sua relevancia e ter em conta que os seres humanos sao mais importantes que o dinheiro,e importante que o objectivo de uma politica de seguranca e de seguranca e de uma sociedade nao so para o futuro,0.02290791838300146,0.11320754716981131
secondly we must also make the necessary organisational decisions,segundo devemos tambem tomar as necessarias decises a nivel organizacional,em segundo lugar temos de assegurar que as medidas de controlo,0.022416933501922302,0.09900990099009903
this is why i voted for this report,foi por este motivo que votei a favor deste relatorio,por isso votei favoravelmente este relatorio,0.029642151188002917,0.20833333333333331
thus we have a longterm objective that cannot be postponed,temos assim um objectivo a longo prazo que nao pode ser protelado,por conseguinte nao podemos esquecer que a situacao actual,0.022613617379612153,0.12820512820512822
madam president i would like to speak and to use this debate to talk about a fundamental issue the emergency they cannot cope alone,senhora presidente quero aproveitar este debate para falar de uma questao fundamental a situacao de emergencia e insistir num ponto sozinhos nao poderao fazer face a essa situacao,senhora presidente gostaria de dizer que a questao da comissao nao pode ser um pouco mais dificil e que nao se trata de uma questao,0.04843398036827473,0.2484735035878237
in this context i should like to mention the following three documents,neste contexto gostaria de referir os seguintes tres documentos,em primeiro lugar gostaria de agradecer a sua resposta a favor do acordo,0.03285702044797773,0.19946808510638298
if one takes account of the events that took place in drc then to put in place a democratic and peaceful transition would constitute a strong sign of hope for the thousands of africans who are now fleeing their countries in order to make a dash for europes shores with the idea of thus escaping from the chaos and of ensuring their own survival,tendo em conta os acontecimentos ocorridos na rdc promover uma transicao democratica e pacifica constituiria um sinal forte de esperanca para os milhares de africanos que hoje fogem dos seus paises rumo as costas europeias com o objectivo de assim escapar ao caos e assegurar a sua propria sobrevivencia,se se trata de um exemplo de uma situacao que se vive na europa a que a ue tem de ser mais de que os seus proprios os seus esforcos para os seus esforcos para os seus proprios os seus esforcos para os seus proprios,0.01238356315937391,0.16229576058635886
the nuclear industry is placing its highrisk installations right up against the borders of the eu,a industria nuclear coloca as suas centrais de risco junto das fronteiras da ue,a uniao europeia tem de ser um papel de uma forma de seguranca e de seguranca,0.014628063653657535,0.07042253521126761
it is a european subject and that is why i am sorry that you have dragged it down to the level of internal politics with your proposals,e um tema europeu e por isso lamento que o tenha reduzido a esfera da politica interna com os seus pedidos de alteracao,e um importante papel e a comissao europeia que esta a ser um pouco mais importante para o nosso apoio a sua resposta,0.023050898626566643,0.13043478260869565
how can we guarantee that natura will get the funds it needs,como podemos nos garantir que a rede natura obtera os fundos de que necessita,como e necessario que os estadosmembros devem ser aplicadas,0.018107569251105026,0.11111111111111112
in particular would you agree that there is a need for a further stimulus the etuc has suggested of gdp aimed at a positive entry strategy into the labour market that would be aimed at protecting viable employment and creating new jobs in promoting intelligent work sharing,em particular concordaria que e necessario um estimulo suplementar a confederacao europeia dos sindicatos sugeriu do pib a favor de uma estrategia positiva para a entrada no mercado de trabalho centrada na proteccao dos empregos viaveis e na criacao de novos postos de trabalho atraves da promocao da partilha inteligente de tarefas,gostaria de salientar que a proposta de regulamento do mercado interno e a seguranca alimentar e a uniao europeia tem de ser um instrumento de accao para a uniao europeia e que a sua propria nao pode ser um dos seus proprios os seus proprios,0.01244879577176534,0.15594541910331386
the irish government is claiming that you demanded that cut mr rehn,o governo irlandes afirma que se trata de uma exigencia europeia senhor comissario,o senhor deputado schulz nao foi o senhor deputado schulz nao se encontra a sua posicao,0.01618861356572822,0.11278195488721804
all credit to the independence and democracy group too in this case,reconhecase portanto tambem neste caso o merito do grupo independenciademocracia,todos os cidadaos da europa e a sua resposta a esta questao,0.0,0.04901960784313726
in my view the total number of allowances allocated to the aviation sector should be set at community level by reference to mean emission levels arising from aviation at least for the years while the emissions limit should be set at a level of,considero que o numero total de licencas atribuidas ao sector da aviacao deve ser determinado a nivel comunitario por referencia as emissoes medias da aviacao pelo menos durante o periodo e que o limite de emissoes deve ser estabelecido ao nivel de,em primeiro lugar a criacao de um sistema de seguranca comum de energia de energia nuclear de que a utilizacao de milhoes de euros para a utilizacao de milhoes de euros e de um sistema de energia nuclear de que se encontram em vigor a,0.006651640607160381,0.08274231678486997
legal practice in the member states reflects the different national cultures and traditions in terms of what should be censored and how it should be punished,a jurisprudencia nos estadosmembros exprime diferentes culturas e tradicoes nacionais sobre o que deve ser censurado e a forma como deve ser punido,a politica de coesao social e a seguranca alimentar e que se pode ser um dos seus proprios os seus proprios os seus esforcos para que os seus proprios,0.01801210737536247,0.1483050847457627
i hope that the work i am doing on my subcommittee may give the european parliament the opportunity to become the operational and organisational heart of the euromed assembly in the future,espero que o trabalho que tenho vindo a desenvolver na minha subcomissao permita que o parlamento europeu se torne de futuro o centro operacional e organizacional da assembleia euromed,espero que o parlamento europeu e a comissao europeia que se trata de uma questao de que a nossa assembleia e a sua presidencia e a sua intervencao,0.12624707295786516,0.2950788158400615
asylum and immigration,asilo e imigracao,a seguranca e a seguranca,0.05372849659117709,0.15625
in this figure stood at million people,em esse numero ascendia a milhoes de pessoas,na verdade os anos de trabalho,0.02925226826055808,0.06410256410256411
therefore we are not yet able to grant it discharge,por isso nao pudemos concederlhe a quitacao,por isso nao podemos aceitar a sua aplicacao,0.1477219991186121,0.5281690140845071
i also view positively the establishment of an interest rate to be applied where payment is late based on the european central banks reference rate plus,vejo tambem com bons olhos o estabelecimento da taxa de juro aplicavel com base na taxa de referencia do bce acrescida de em situacoes de atraso no pagamento,tambem tambem a necessidade de uma maior flexibilidade a nivel da ue em materia de seguranca dos consumidores e a sua parte do que se refere a uma serie de tres anos,0.009490012376346203,0.12323943661971831
the deadline for tabling amendments is this morning at am and the vote will take place today at noon,o prazo para a entrega de alteracoes termina esta manha as h e a votacao tera lugar hoje as h,a votacao final deste debate e um debate sobre a questao de que se trata de uma questao de uma questao de que a comissao,0.020144990145560468,0.12195121951219512
however the point is that first of all it was promised that the outward symbols of a european superstate would not be included in the treaty of lisbon which most member states have ratified and now suddenly they are going to be included and enshrined in the european parliaments rules of procedure,todavia a questao principal e que em primeiro lugar foi prometido que os simbolos exteriores de um superestado europeu nao seriam incluidos no tratado de lisboa que a maior parte dos estadosmembros ratificou e vao agora subitamente ser consagrados no regimento do parlamento europeu,mas a questao da comissao que esta a ser um pouco mais importante que o parlamento europeu nao pode ser um dos estados unidos que se trata de uma forma de que a uniao europeia nao pode ser um pais que nao e um dos,0.02023914111773294,0.21333793934240364
to ensure that in particular passengers with sensory impairments are provided with information regarding delays as efficiently as possible we would call for information announcements to be made using both acoustic and visual systems,a fim de garantir em particular aos passageiros com incapacidades sensitivas toda a informacao possivel sobre eventuais atrasos solicitamos que se recorra a sistemas de informacao visuais e auditivos,para que os consumidores devem ser tomadas medidas de que as medidas de controlo e de controlo e de controlo orcamental que se encontram em vigor em vigor em que os estadosmembros devem ser aplicadas medidas de que os seus proprios os estadosmembros,0.011930191477839875,0.11513157894736845
