Source Sentence,Reference Translation,Model Translation,BLEU Score,METEOR Score
i do not lack any ambition for what europe can be what i have to deal with is the reality of what we actually are,nao me falta de modo algum ambicao em termos do que a europa pode ser mas aquilo com que tenho de lidar e a realidade do que efectivamente somos,nao tenho falta de vontade de que a europa pode ser o que eu e que a realidade e que efectivamente devemos estar a ser a realidade daquilo que efectivamente,0.17878540236558915,0.4338487972508591
the banana market organisation applies equally to all fifteen member states,a organizacao comum do mercado da banana aplicase indistintamente a todos os estadosmembros,a organizacao do mercado comum aplicase igualmente a todos os quinze estadosmembros,0.1246291637182236,0.6914728682170544
i and my colleagues in the committee on regional development brought these matters up with mrs hubner we are disappointed that the commissions document before us today pays hardly any attention to how the commission intends to set out to achieve its objectives,com os meus colegas da comissao do desenvolvimento regional abordamos estes assuntos com a senhora comissaria hubner lamentamos agora que o documento da comissao nao se debruce minimamente sobre a forma como a comissao tenciona actuar para alcancar esses objectivos,e minha colegas os meus colegas na comissao do desenvolvimento regional foram apresentados nestes assuntos relacionados com a senhora comissaria ferrerowaldner que hoje aqui se diz que a comissao europeia nao tem de ser dada atencao suficiente para determinar como tenciona a comissao vir a,0.15339830594485254,0.4387307417610448
in addition russia s centralised power is oppressing a national minority,alem disso o poder central russo oprime uma minoria nacional,alem disso a russia do poder militar e a repressao de uma minoria nacional,0.09303723531853667,0.5408653846153846
the proposal to amend the original directive on this matter will ban the marketing of toys and childcare articles containing pvc which are designed to be placed in the mouths of children under the age of three,a proposta de alteracao da directiva original relativamente a esta questao vai proibir a comercializacao de brinquedos e artigos de puericultura que contenham pvc e que se destinem a entrar em contacto com a boca por criancas de idade inferior a tres anos,a proposta de alteracao relativa a directiva relativa a esta questao vai proibir a comercializacao de brinquedos e dos artigos o que contem os artigos o que sao atribuidos a alimentacao das criancas em idade de idade,0.3012119630623045,0.4148867924528302
i believe therefore that socalled enlargement fatigue is a fact and that people are questioning these constant movements towards enlargement towards new accessions,penso portanto que falar de lassidao face ao alargamento e um facto efectivamente as nossas populacoes interrogamse sobre esses movimentos permanentes para o alargamento para novas adesoes,por conseguinte penso que a morosidade do alargamento e um facto e que as pessoas estao a ser detidas nestes movimentos de constante integracao no sentido de aproximar novas adesoes,0.10754999784156925,0.2925862016771107
today i acknowledge that on the question of the tsunami there remains a eur million gap but in the spirit of the cooperation and progress we were able to make back in july i am still optimistic that we should be able to close that gap in a relatively short period of time,reconheco hoje que no que se refere ao continua a existir um diferencial de milhoes de euros porem no espirito de cooperacao e progresso que conseguimos evidenciar em julho ultimo continuo optimista quanto a possibilidade de colmatarmos essa diferenca num espaco de tempo relativamente curto,hoje em dia reconheco que a questao do tsunami continua a ser um montante de milhoes de euros mas no espirito da cooperacao e no espirito de cooperacao e progresso continuo a aguardar que devemos regressar a tarde de julho a que devemos ter podido,0.19512841378821438,0.3546875
we know for example my area is supposedly the beneficiary of ericssons decision,sabemos por exemplo que a minha regiao e a que vai supostamente beneficiar com a decisao da ericsson,sabemos por exemplo o meu pais esta supostamente a ser votados a decisao de de de uma decisao de de,0.06518963777667167,0.31453240636914104
we have to accept that a lot of work in the eu member states is not uniformly remunerated,temos de aceitar que muitas actividades nos estadosmembros da ue sao remuneradas de forma distinta,temos de aceitar que muitos trabalhos na uniao europeia nao sejam uniformemente exigentes,0.16580932597529685,0.21326013513513511
solidarity is genuinely important for my group but it must be wellfounded and it must not be a oneway street,a solidariedade e realmente importante para o meu grupo mas deve ser bem fundamentada e nao uma via de sentido unico,a solidariedade e verdadeiramente importante para o meu grupo politico e deve ser preservado e nao deve ser um mero capital,0.2704091953828695,0.550760582010582
certainly the report s evaluation of the economic and trade regime under cotonou is based on a political view of development and northsouth relations,a avaliacao que o relatorio faz do regime economico e comercial ao abrigo de cotonu tem certamente por base uma visao politica das relacoes de desenvolvimento nortesul,o relatorio da avaliacao do regime economico e do comercio intracomunitario sob a egide do regime de desenvolvimento economico e redistributivo da china,0.12377147687054121,0.3602497980488411
this is my second task ensuring that in future we have enough children s films suitable for that age films that are positive and are both educational and imaginative,eis o segundo trabalho que tenho de fazer fazer com que no futuro disponhamos de bastantes filmes para as criancas que se adaptem as suas idades que sejam positivos e que contenham uma parte da alma infantil e uma parte de elementos educativos,esta segunda e a segunda tarefa que no futuro temos de assegurar que os filmes sejam apoiados pelas embarcacoes que os filmes mostram bem recebidos e sao apoiados,0.026286995616369383,0.1654883998805138
this committee is now starting to scrutinise the legislation with a view to restoration of or compensation for property which was seized under communist rule,esta comissao esta presentemente a analisar a legislacao tendo em vista a devolucao de propriedades e o pagamento de indemnizacoes relativas as propriedades ocupadas durante o regime comunista,esta comissao esta agora a aguardar a revisao da legislacao com vista a restauracao ou indemnizacao dos direitos de propriedade causados pela propriedade comunista,0.04957384867052772,0.34307065217391297
although we in the european union possess no powers or means whereby we might in any way enforce the reversal of this decision we do expect north korea to resume dialogue with its partners china in particular which may in the medium or long term make a peaceful resolution of this conflict possible,embora nos na uniao europeia nao tenhamos poderes nem meios para de alguma forma obrigar este pais a voltar atras nesta sua decisao esperamos que a coreia do norte reate o dialogo com os seus parceiros nomeadamente a china e que a medio ou longo prazo seja possivel encontrar uma solucao pacifica para este conflito,embora na uniao europeia nao possui poderes ou seja outros mecanismos de que podemos impor a decisao desta decisao exigimos esperar que a coreia do irao trabalhar em conflito com os seus parceiros da china em particular que pode vir a ser no medio oriente,0.14540386313145856,0.376562962962963
it is important to establish the correct order of importance of these rights and to take account of the fact that human beings are more important than money,e importante estabelecer uma hierarquizacao correcta dos direitos em funcao da sua relevancia e ter em conta que os seres humanos sao mais importantes que o dinheiro,e importante estabelecer uma solucao correcta destes direitos e assumirem contas em relacao ao facto de os seres humanos serem mais importantes do que dinheiro,0.15941234142494237,0.5484041729070908
secondly we must also make the necessary organisational decisions,segundo devemos tambem tomar as necessarias decises a nivel organizacional,em segundo lugar temos tambem de tomar as decisoes necessarias,0.056122223243057295,0.372
this is why i voted for this report,foi por este motivo que votei a favor deste relatorio,dai que votei a favor deste relatorio,0.5270837136273565,0.6171248568155785
thus we have a longterm objective that cannot be postponed,temos assim um objectivo a longo prazo que nao pode ser protelado,por conseguinte temos um objectivo de longo prazo que nao pode ser adiado,0.44082318755867267,0.7300275482093663
madam president i would like to speak and to use this debate to talk about a fundamental issue the emergency they cannot cope alone,senhora presidente quero aproveitar este debate para falar de uma questao fundamental a situacao de emergencia e insistir num ponto sozinhos nao poderao fazer face a essa situacao,senhora presidente gostaria de falar e de utilizar este debate para falar sobre um tema fundamental que nao podemos responder sozinha,0.11272934708403744,0.35101262373989645
in this context i should like to mention the following three documents,neste contexto gostaria de referir os seguintes tres documentos,neste contexto gostaria de mencionar tres documentos,0.36741454942156665,0.6691919191919192
if one takes account of the events that took place in drc then to put in place a democratic and peaceful transition would constitute a strong sign of hope for the thousands of africans who are now fleeing their countries in order to make a dash for europes shores with the idea of thus escaping from the chaos and of ensuring their own survival,tendo em conta os acontecimentos ocorridos na rdc promover uma transicao democratica e pacifica constituiria um sinal forte de esperanca para os milhares de africanos que hoje fogem dos seus paises rumo as costas europeias com o objectivo de assim escapar ao caos e assegurar a sua propria sobrevivencia,se tivermos em conta que se procedeu a uma situacao de que se encontrava em curso na guine e na transicao pacifica e pacifica susceptivel de dar sinais de esperanca de esperanca de que milhares de africanos que estao agora a fugir para os milhares,0.09592266776592565,0.2832393435959965
the nuclear industry is placing its highrisk installations right up against the borders of the eu,a industria nuclear coloca as suas centrais de risco junto das fronteiras da ue,a industria nuclear esta a colocar as suas instalacoes de alto nivel de risco de forma a afastar as fronteiras da ue,0.09092617426809149,0.5597972972972974
it is a european subject and that is why i am sorry that you have dragged it down to the level of internal politics with your proposals,e um tema europeu e por isso lamento que o tenha reduzido a esfera da politica interna com os seus pedidos de alteracao,e uma questao que e o que lamento que a senhora deputada sofreu uma coisa que lamento que se tenha recuperado a nivel da politica interna com as vossas propostas,0.10754999784156925,0.40433099696620994
how can we guarantee that natura will get the funds it needs,como podemos nos garantir que a rede natura obtera os fundos de que necessita,como podemos garantir que a rede natura trara fundos,0.304531801444252,0.5202546296296297
in particular would you agree that there is a need for a further stimulus the etuc has suggested of gdp aimed at a positive entry strategy into the labour market that would be aimed at protecting viable employment and creating new jobs in promoting intelligent work sharing,em particular concordaria que e necessario um estimulo suplementar a confederacao europeia dos sindicatos sugeriu do pib a favor de uma estrategia positiva para a entrada no mercado de trabalho centrada na proteccao dos empregos viaveis e na criacao de novos postos de trabalho atraves da promocao da partilha inteligente de tarefas,em particular o senhor comissario concorda que ha necessidade de um novo impulso a globalizacao sugeriu que a europa se destinava a um projecto positivo na qualidade de trabalho do mercado de trabalho que seria necessario para proteger o emprego viavel e criar emprego novas,0.03268140693178392,0.2325478599496979
the irish government is claiming that you demanded that cut mr rehn,o governo irlandes afirma que se trata de uma exigencia europeia senhor comissario,o governo irlandes esta a reclamar que o senhor comissario rehn pediu que aumente que aumente o seu colega rehn,0.0627251733901403,0.37307380373073806
all credit to the independence and democracy group too in this case,reconhecase portanto tambem neste caso o merito do grupo independenciademocracia,todos os efeitos de que a independencia do grupo de partido e a democracia tambem neste caso,0.07158561577277536,0.5257009345794392
in my view the total number of allowances allocated to the aviation sector should be set at community level by reference to mean emission levels arising from aviation at least for the years while the emissions limit should be set at a level of,considero que o numero total de licencas atribuidas ao sector da aviacao deve ser determinado a nivel comunitario por referencia as emissoes medias da aviacao pelo menos durante o periodo e que o limite de emissoes deve ser estabelecido ao nivel de,no meu entender o conjunto de subsidios concedidos ao sector vitivinicola deveria ser criado a nivel comunitario ate a data para a emissao de emissoes de voos para alem do prazo de reducao do limite de emissoes para a aviacao pelo menos a nivel das,0.05621100109485945,0.3024034672970843
legal practice in the member states reflects the different national cultures and traditions in terms of what should be censored and how it should be punished,a jurisprudencia nos estadosmembros exprime diferentes culturas e tradicoes nacionais sobre o que deve ser censurado e a forma como deve ser punido,na realidade os estadosmembros reflectem as diferencas nacionais existentes e tradicoes que devem ser permitidas e como deviam ser amordacados punidos,0.02557881371268286,0.3236172027290448
i hope that the work i am doing on my subcommittee may give the european parliament the opportunity to become the operational and organisational heart of the euromed assembly in the future,espero que o trabalho que tenho vindo a desenvolver na minha subcomissao permita que o parlamento europeu se torne de futuro o centro operacional e organizacional da assembleia euromed,espero que o trabalho esteja a trabalhar na minha comissao possa conferir a oportunidade de se tornar operacional e organizativa do centro de composicao da assembleia euromediterranica no futuro,0.1333045094117443,0.38482758620689655
asylum and immigration,asilo e imigracao,asilo e imigracao,0.5623413251903491,0.9814814814814815
in this figure stood at million people,em esse numero ascendia a milhoes de pessoas,neste caso a verba aqui se colocou milhoes de pessoas,0.1122444464861146,0.45731707317073167
therefore we are not yet able to grant it discharge,por isso nao pudemos concederlhe a quitacao,por conseguinte nao so nos parece conceder quitacao,0.03655552228545124,0.2112676056338028
i also view positively the establishment of an interest rate to be applied where payment is late based on the european central banks reference rate plus,vejo tambem com bons olhos o estabelecimento da taxa de juro aplicavel com base na taxa de referencia do bce acrescida de em situacoes de atraso no pagamento,tambem considero positivo o estabelecimento de um interesse de um interesse de um interesse de um pais que se chegou a aplicar em que os bancos centrais nacionais se tornassem mais baixos,0.017448767890681335,0.1873349471830986
the deadline for tabling amendments is this morning at am and the vote will take place today at noon,o prazo para a entrega de alteracoes termina esta manha as h e a votacao tera lugar hoje as h,o prazo para apresentar alteracoes e esta manha e a votacao tera lugar hoje a margem de quintafeira,0.348007986647201,0.6411049268192124
